Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;31.894.369/0001-19;2025-01-01;1;2025-02-13;HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB;2019-07-12;INVESTIDORES EM GERAL;BRHOFCCTF009;3779001;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;31.894.369/0001-19;2025-02-01;1;2025-03-17;HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB;2019-07-12;INVESTIDORES EM GERAL;BRHOFCCTF009;3779001;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;31.894.369/0001-19;2025-03-01;1;2025-04-15;HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB;2019-07-12;INVESTIDORES EM GERAL;BRHOFCCTF009;3779001;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;31.894.369/0001-19;2025-04-01;1;2025-05-14;HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB;2019-07-12;INVESTIDORES EM GERAL;BRHOFCCTF009;3779001;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;31.894.369/0001-19;2025-05-01;1;2025-06-13;HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB;2019-07-12;INVESTIDORES EM GERAL;BRHOFCCTF009;3779001;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;31.894.369/0001-19;2025-06-01;1;2025-07-14;HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB;2019-07-12;INVESTIDORES EM GERAL;BRHOFCCTF009;3779001;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;31.894.369/0001-19;2025-07-01;1;2025-08-14;HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB;2019-07-12;INVESTIDORES EM GERAL;BRHOFCCTF009;3779001;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;31.894.369/0001-19;2025-08-01;1;2025-09-15;HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB;2019-07-12;INVESTIDORES EM GERAL;BRHOFCCTF009;3779001;N;N;;Escritórios;Ativa;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;31.894.369/0001-19;2025-09-01;1;2025-10-15;HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB;2019-07-12;INVESTIDORES EM GERAL;BRHOFCCTF009;3779001;N;N;;Escritórios;Ativa;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;31.907.591/0001-09;2025-01-01;1;2025-02-13;SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR PROFISSIONAL;BR0EZ0CTF005;134265.9999;N;N;Desenvolvimento para Renda;Logística;Ativa;Determinado;2023-11-08;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;31.907.591/0001-09;2025-02-01;1;2025-03-14;SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR PROFISSIONAL;BR0EZ0CTF005;134265.9999;N;N;Desenvolvimento para Renda;Logística;Ativa;Determinado;2023-11-08;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;31.907.591/0001-09;2025-03-01;1;2025-04-15;SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR PROFISSIONAL;BR0EZ0CTF005;134265.9999;N;N;Desenvolvimento para Renda;Logística;Ativa;Determinado;2023-11-08;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;31.907.591/0001-09;2025-04-01;1;2025-05-14;SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR PROFISSIONAL;BR0EZ0CTF005;134266;N;N;Desenvolvimento para Renda;Logística;Ativa;Determinado;2023-11-08;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;31.907.591/0001-09;2025-05-01;1;2025-06-13;SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR PROFISSIONAL;BR0EZ0CTF005;134266;N;N;Desenvolvimento para Renda;Logística;Ativa;Determinado;2023-11-08;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;31.907.591/0001-09;2025-06-01;1;2025-07-14;SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR PROFISSIONAL;BR0EZ0CTF005;134266;N;N;Desenvolvimento para Renda;Logística;Ativa;Determinado;2023-11-08;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;31.907.591/0001-09;2025-07-01;1;2025-08-15;SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR PROFISSIONAL;BR0EZ0CTF005;134266;N;N;Desenvolvimento para Renda;Logística;Ativa;Determinado;2023-11-08;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;31.907.591/0001-09;2025-08-01;1;2025-09-15;SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR PROFISSIONAL;BR0EZ0CTF005;134266;N;N;;Logística;Ativa;Determinado;2023-11-08;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;31.907.591/0001-09;2025-09-01;1;2025-10-15;SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR PROFISSIONAL;BR0EZ0CTF005;134266;N;N;;Logística;Ativa;Determinado;2023-11-08;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;31.962.875/0001-06;2025-01-01;2;2025-02-21;PROLOGIS BRAZIL LOGISTICS VENTURE FII;2019-01-18;INVESTIDOR PROFISSIONAL;BRPBLVCTF007;4506371.3782;N;N;Híbrido;Logística;Ativa;Indeterminado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;31.962.875/0001-06;2025-02-01;2;2025-03-28;PROLOGIS BRAZIL LOGISTICS VENTURE FII;2019-01-18;INVESTIDOR PROFISSIONAL;BRPBLVCTF007;4506371.37826123;N;N;Híbrido;Logística;Ativa;Indeterminado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;31.962.875/0001-06;2025-03-01;1;2025-04-15;PROLOGIS BRAZIL LOGISTICS VENTURE FII;2019-01-18;INVESTIDOR PROFISSIONAL;BRPBLVCTF007;4506371.37826123;N;N;Híbrido;Logística;Ativa;Indeterminado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;31.962.875/0001-06;2025-04-01;1;2025-05-15;PROLOGIS BRAZIL LOGISTICS VENTURE FII;2019-01-18;INVESTIDOR PROFISSIONAL;BRPBLVCTF007;4506371.37826123;N;N;Híbrido;Logística;Ativa;Indeterminado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;31.962.875/0001-06;2025-05-01;2;2025-07-16;PROLOGIS BRAZIL LOGISTICS VENTURE FII;2019-01-18;INVESTIDOR PROFISSIONAL;BRPBLVCTF007;4506371.37826123;N;N;Híbrido;Logística;Ativa;Indeterminado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;31.962.875/0001-06;2025-06-01;2;2025-07-16;PROLOGIS BRAZIL LOGISTICS VENTURE FII;2019-01-18;INVESTIDOR PROFISSIONAL;BRPBLVCTF007;4506371.37826123;N;N;Híbrido;Logística;Ativa;Indeterminado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;31.962.875/0001-06;2025-07-01;1;2025-08-15;PROLOGIS BRAZIL LOGISTICS VENTURE FII;2019-01-18;INVESTIDOR PROFISSIONAL;BRPBLVCTF007;4673643.9264;N;N;Híbrido;Logística;Ativa;Indeterminado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;31.962.875/0001-06;2025-08-01;1;2025-09-12;PROLOGIS BRAZIL LOGISTICS VENTURE FII;2019-01-18;INVESTIDOR PROFISSIONAL;BRPBLVCTF007;4673643.9264;N;N;;Logística;Ativa;Indeterminado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;31.962.875/0001-06;2025-09-01;1;2025-10-10;PROLOGIS BRAZIL LOGISTICS VENTURE FII;2019-01-18;INVESTIDOR PROFISSIONAL;BRPBLVCTF007;4673643.9264;N;N;;Logística;Ativa;Indeterminado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;32.000.013/0001-57;2025-01-01;1;2025-02-17;BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-24;INVESTIDOR QUALIFICADO E PROFISSIONAL;BR0GTYCTF002;655090.43426895;N;N;Híbrido;Híbrido;Ativa;Determinado;2033-12-08;31/12;N;S;N;S;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.000.013/0001-57;2025-02-01;1;2025-03-17;BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-24;INVESTIDOR QUALIFICADO E PROFISSIONAL;BR0GTYCTF002;655090.43426895;N;N;Híbrido;Híbrido;Ativa;Determinado;2033-12-08;31/12;N;S;N;S;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.000.013/0001-57;2025-03-01;1;2025-04-15;BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-24;INVESTIDOR QUALIFICADO E PROFISSIONAL;BR0GTYCTF002;655090.43426895;N;N;Híbrido;Híbrido;Ativa;Determinado;2033-12-08;31/12;N;S;N;S;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.000.013/0001-57;2025-04-01;1;2025-05-15;BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-24;INVESTIDOR QUALIFICADO E PROFISSIONAL;BR0GTYCTF002;655090.43426895;N;N;Híbrido;Híbrido;Ativa;Determinado;2033-12-08;31/12;N;S;N;S;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.000.013/0001-57;2025-05-01;1;2025-06-13;BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-24;INVESTIDOR QUALIFICADO E PROFISSIONAL;BR0GTYCTF002;655090.43426895;N;N;Híbrido;Híbrido;Ativa;Determinado;2033-12-08;31/12;N;S;N;S;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.000.013/0001-57;2025-06-01;1;2025-07-15;BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-24;INVESTIDOR QUALIFICADO E PROFISSIONAL;BR0GTYCTF002;655090.43426895;N;N;Híbrido;Híbrido;Ativa;Determinado;2033-12-08;31/12;N;S;N;S;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.000.013/0001-57;2025-07-01;1;2025-08-15;BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-24;INVESTIDOR QUALIFICADO E PROFISSIONAL;BR0GTYCTF002;655090.43426895;N;N;Híbrido;Híbrido;Ativa;Determinado;2033-12-08;31/12;N;S;N;S;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.000.013/0001-57;2025-08-01;1;2025-09-15;BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-24;INVESTIDOR QUALIFICADO E PROFISSIONAL;BR0GTYCTF002;655090.43426895;N;N;;Multicategoria;Ativa;Indeterminado;2033-12-08;31/12;N;S;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.000.013/0001-57;2025-09-01;1;2025-10-15;BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-24;INVESTIDOR QUALIFICADO E PROFISSIONAL;BR0GTYCTF002;655090.43426895;N;N;;Multicategoria;Ativa;Indeterminado;2033-12-08;31/12;N;S;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.006.821/0001-21;2025-01-01;1;2025-02-17;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS;2019-10-31;INVESTIDORES EM GERAL;BRARRICTF009;20726973;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.006.821/0001-21;2025-02-01;1;2025-03-17;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS;2019-10-31;INVESTIDORES EM GERAL;BRARRICTF009;20726973;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.006.821/0001-21;2025-03-01;1;2025-04-15;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS;2019-10-31;INVESTIDORES EM GERAL;BRARRICTF009;20726973;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.006.821/0001-21;2025-04-01;1;2025-05-15;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS;2019-10-31;INVESTIDORES EM GERAL;BRARRICTF009;20726973;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.006.821/0001-21;2025-05-01;1;2025-06-13;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS;2019-10-31;INVESTIDORES EM GERAL;BRARRICTF009;20726973;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.006.821/0001-21;2025-06-01;1;2025-07-15;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS;2019-10-31;INVESTIDORES EM GERAL;BRARRICTF009;20726973;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.006.821/0001-21;2025-07-01;1;2025-08-15;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS;2019-10-31;INVESTIDORES EM GERAL;BRARRICTF009;20726973;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.006.821/0001-21;2025-08-01;1;2025-09-15;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS;2019-10-31;INVESTIDORES EM GERAL;BRARRICTF009;20726973;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.006.821/0001-21;2025-09-01;1;2025-10-15;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS;2019-10-31;INVESTIDORES EM GERAL;BRARRICTF009;20726973;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;32.065.364/0001-46;2025-01-01;1;2025-02-11;CARTESIA RECEBIVEIS IMOB - FII;2023-05-15;INVESTIDORES EM GERAL;BRCACRCTF004;4836324;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;29/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;4090-2223;3138-4061;https://www.daycoval.com.br/investimento;middlesmc@bancodaycoval.com.br
Classe;32.065.364/0001-46;2025-02-01;1;2025-03-17;CARTESIA RECEBIVEIS IMOB - FII;2023-05-15;INVESTIDORES EM GERAL;BRCACRCTF004;4836324;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;29/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;4090-2223;3138-4061;https://www.daycoval.com.br/investimento;middlesmc@bancodaycoval.com.br
Classe;32.065.364/0001-46;2025-03-01;1;2025-04-11;CARTESIA RECEBIVEIS IMOB - FII;2023-05-15;INVESTIDORES EM GERAL;BRCACRCTF004;4836324;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;29/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;4090-2223;3138-4061;https://www.daycoval.com.br/investimento;middlesmc@bancodaycoval.com.br
Classe;32.065.364/0001-46;2025-04-01;1;2025-05-12;CARTESIA RECEBIVEIS IMOB - FII;2023-05-15;INVESTIDORES EM GERAL;BRCACRCTF004;4836324;N;N;;;Ativa;Indeterminado;;29/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;4090-2223;3138-4061;https://www.daycoval.com.br/investimento;middlesmc@bancodaycoval.com.br
Classe;32.065.364/0001-46;2025-05-01;1;2025-06-09;CARTESIA RECEBIVEIS IMOB - FII;2023-05-15;INVESTIDORES EM GERAL;BRCACRCTF004;4836324;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;29/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;4090-2223;3138-4061;https://www.daycoval.com.br/investimento;middlesmc@bancodaycoval.com.br
